uniqueID,drugName,condition,review,rating,date,usefulCount
180796,Solodyn,Acne,"""This medicine works and has cleared my skin. I have been taking it for 3 weeks and have had very bad mood swings, I have had similar symptoms from when I used to be on birth control. It also makes my joints very weak and my appetite has changed.""",3,16-Apr-11,11
7525,Xanax,Anxiety,"""I have bipolar 1, GAD &amp; PTSD. I can&#039;t rage antidepressants (even on mood stabilizers) because of the bipolar disorder and buspirone proved useless for me. Xanax has really helped me keep my anxiety under control. I don&#039;t get the sedating effects that most people seem to. I&#039;ve been on the same dose for over five years. When my mother passed away, I was also on ativan PRN for a short period of time and sometimes I wish I still had that, too. Not for everyday use, just for extremely triggering events.""",10,27-Dec-16,19
149686,Mirena,Birth Control,"""I&#039;ve had the Mirena for almost 4 years now.  I got it a month after I had my second baby and I love it.  I had little cramps during insertion and light bleeding but that was it.  I only had some spotting after that for a few months then it went away.  Now I don&#039;t have my period at all.  I don&#039;t get crazy moods, weight gains, acne and more like how I did get with other birth control methods I&#039;ve tried in the past. I may want to stick to using the Mirena still after my 5 years are up.""",10,4-Apr-12,2
129691,Levonorgestrel,Birth Control,"""I had it inserted when I was 20, almost two years ago. I have no kids, pain from insertion was ok. It hurt for about a week. I rarely had cramps before I got it,  but since then I get pretty bad ones every few months. I broke out horribly from July-Dec, and it only got better because I took medication for my skin. The acne left dark purple marks on my cheeks, that are just barely disappearing. I gained about 10-15 lbs, but after about a year my body dropped back down to what I weighed before. It has prevented pregnancy, sex drive is about the same. After that year mark things were going great until about four months ago. Apparently my uterus lining has been getting worn down by the IUD. Bleeding for months straight. Every day.""",5,3-Jun-15,9
98970,Lutera,Birth Control,"""My 16 yr-old daughter started using it. For a few days she was ok. Things soon changed however and the rest of the 2 months she was on it were horrendous. She is usually a very happy, optimistic and easy-going person. She became highly irritable, having frequent outbursts of anger over seemingly nothing. Her boyfriend, my husband and I were walking on eggshells around her constantly, as it seemed anything would set her off. She broke up with her boyfriend 3 times during that time, which she had never done before.
I was super scared and wondered what was going on. It took us a little while to realize it was probably the Lutera, and we took her off it as soon as we were able to convince her it was clearly unhealthy for her.""",1,15-Aug-16,2
195672,Aviane,Birth Control,"""I have been on Aviane for three months and I can&#039;t stand it. I&#039;ve had horrible mood swings and very emotional. My breasts have gotten bigger but I had extremely bad stomach aches from it and was miserable for the first month. Plus I&#039;ve gained about 10 pounds from it.""",2,16-May-11,2
197544,Paroxetine,Depression,"""I have been taking Paxil for 15 years now and it does the job most of the time.  I still have bouts of depression when things in my life go sideways.  The worst part is the weight gain and the lack of sex drive.  It is a tough choice but without Paxil I was suicidal.  It is a part of my life now.""",8,9-Dec-08,54
17739,Ethinyl estradiol / etonogestrel,Birth Control,"""I&#039;ve been on the nuvaring for about 4 months now and I absolutely hate it. The only reason I have continued to use it is because I don&#039;t have a period while taking it. This BC gives me the most extreme mood swings I have ever experienced. I can be happy one minute then be mad/depressed the next. This has caused me to have relationships to fail in my life. I absolutely hate it and I would never recommend this to anyone!""",2,23-Aug-15,12
73927,Ethinyl estradiol / norethindrone,Birth Control,"""My OBGYN gave two months of samples. She suggested this due to pre-menopause symptoms, heavy monthly bleeding, no sex drive, weight gain and no energy. I&#039;ve only been taking for four days and take the pill at night. I seem to be doing very well. I have energy and sex drive. No real side effects. I did today have a pimple on my face. I&#039;ll be turning 44 in July. I so far would recommend this birth control pill. I""",9,7-Mar-12,32
98308,Nexplanon,Birth Control,"""I hated it from the first month I had the arm implant.  I bleed for ten days with a five day break and then the bleeding would start again.  I was a emotional wreck crying and being depressed.  I lost interest in sex. I had bad headaches and my breast hurt all the time. My insertion site was tender t
for the whole five months. I&#039;m so glad I had mine removed. I wouldn&#039;t recommend nexplannon to anyone.""",3,1-May-15,4
38393,Liletta,Birth Control,"""Absolutely love this IUD. I had severely heavy and long periods (changing tampon and pad every 30-45 minutes for two weeks every  month) while on many different types of pill birth control, so I decided to get an IUD. The first 2 months were frustrating because I had heavy spotting and heavy periods, but then my 3rd month was a little better, and my 4th month, I didn&#039;t have spotting or a period, and it&#039;s been great since. Every month I still take a pregnancy test just to be sure and they&#039;ve all been negative, so I would definitely say it&#039;s doing it&#039;s job. I went to planned Parenthood to get it, and it was much more affordable than mirena.""",10,25-Aug-17,0
166153,Levonorgestrel,Birth Control,"""I just had my first child at 42. Had to have a c section. Went to the Dr. for my 6week check up and was asked about birth control. Didn&#039;t really do any research about this just read a few brochures. The insertion was painful almost teared up. Had bad cramps all day. Now it&#039;s been a week and it&#039;s like I can feel it. I have a strange discharge and feels like my last month of pregnancy all over with the pressure on my uterus. I&#039;m making me an appointment cause this thing is very uncomfortable. I&#039;m about to check to see if I can feel the string cause it feels like it&#039;s hanging really low.""",2,8-Jan-17,2
192973,Drospirenone / ethinyl estradiol,Birth Control,"""Ocella is a good birth control medication. For the four months I&#039;ve been taking it, my only complaint is the multiple periods of breakthrough bleeding, bloating and nausea. I&#039;m sure weight gain would be on my complaint list but you just have to maintain a really good diet and exercise whenever you can. But it&#039;s great.""",8,31-May-09,5
2538,Camrese,Birth Control,"""Started taking Camrese to combat PMS-related anxiety, and it totally leveled me out. Now I take it for contraceptive purposes and it has worked great. I gained 20 lbs the first time on it, went off, lost some of the weight, went back on it, and haven&#039;t gained since. No spotting after the first pack, once my body was regulated. The dose of constant hormones really helped me feel in control and normal again.""",10,23-Sep-14,12
143689,Etonogestrel,Birth Control,"""I got the implant on may 10th of 2016.
At first it messed with my period , I got it for a week and a half straight after it got inserted. But after that my period stopped coming, i had light bleeding which eventually turned into spotting now I don&#039;t get it at all. The only side effect I&#039;ve personally had is mood swings. At first the mood swings were pretty bad i would be happy as can be, than i would be so upset or down i. The dumps it sucked, but after being on it for 7 months I&#039;ve learned to control it tremendously and have not had any other problems with the implant.""",8,11-Dec-16,9
55717,Effexor,Depression,"""I was given Effexor after Lexapro stopped helping me.  I was on it approx 1 year.  But what I know now, that I wish I would have known then.....the withdrawals are horrible!!!  I am dizzy all the time, feel like the room is spinning.  Pharmacist said this could last up to 3 months.  I went off of it very slowly!  I have been without it for about a month now.  I have never been an addict of any kind, but I feel like one with this.  I know that taking more will make these side effects go away, and I think about this pill all day every day.  PLEASE research before you start this medication.  I would not wish this on my worst enemy!!""",3,21-Dec-15,30
83048,Paxil,Anxiety,"""Waking up with negative thoughts and anxiety mostly in the morning, most of my life. Due to major problems at work, Dr gave me Zoloft and the like--- all were HORRID. Finally heard about Paxil, got on it, and the days all became sunny, with birds singing outside, even in winter. Was on it (20mg I think) for more than 8 years. The ONLY downside was major loss of sexual interest. Perhaps the dose was too high. Easily weaned off of it 2 years ago, over 1 month, without problems, except that the anxieties are back. At age 70, I may go back on it.""",9,24-Dec-14,92
99212,Lutera,Birth Control,"""I have been on this Birth Control pill for 2 years now. I have not had ANY trouble with it ever and really was happy with it. I&#039;ve heard my girlfriends talking about their birth control pills and how they have horrible side effects with them. I have always been happy with this pill and would recommend it to anyone!""",10,14-Dec-09,18
130191,Levonorgestrel,Birth Control,"""I had Mirena inserted in February while I was on my cycle. The insertion wasn&#039;t killer, the pain came after when I was leaving the doc. Felt like pulling over &amp; crying. The next day was all good. I bleed through April. It stopped for about 3 weeks &amp; now the bleeding is back with a vengeance. I&#039;m bleeding like crazy. I hope it quits soon.""",4,16-Jun-14,22
219599,Microgestin Fe 1.5 / 30,Birth Control,"""I decided to take birth control just in case I decided to become active in the future. I wanted to start taking the pill before the school year to see how it would impact me and to get adjusted. At first, my acne flared up more than usual. Once I got my period, I experienced horrid and uncomfortable cramps one of the first days, that I had to call out of work for being sick (I was crawling, crying and threw up once). The period lasted about 2 weeks. I&#039;ve had slightly bipolar moods before but once taking this pill, the moods were extremely hot and cold. For two hours I would be angry and then I would experience happiness for a bit, just to go into another anger/sadness. Depression was worse with bad thoughts. I&#039;m stopping the pill now.""",2,29-Jul-17,0
124612,Skyla,Birth Control,"""I had no noticeable side effects at all.  I did have some cramping the first month that was slight.  I took some ibuprofen when it bothered me.  I spotted for about 3 weeks and had one small period.  Then my periods stopped.  Once in a while I get a little pink speck on toilet paper, none on my underwear.  It is wonderful having birth control and not worrying about pills, periods, mood swings, or headaches.  It is the best birth control ever!  I also like the shorter commitment and the extra low hormone content.  No weight gain.  I love that is pretty much stopped my PMS completely.  I notice a slight mood change once a month-ish and it used to be really bad for me.  It is a big improvement.  I am 42 and I plan to stay on this until menopas""",10,27-May-15,14
183017,Cymbalta,Anxiety,"""I&#039;ve only been on it for 7 days at 30 mg. My Dr said to increase to 60 mg after a week.  I feel it&#039;s working for my anxiety at this level so I don&#039;t think I should go up. Thoughts?""",7,12-Sep-15,32
165534,Levonorgestrel,Birth Control,"""I am 20 years old and this is my second time using the Skyla as my birth control method and I love it. It hurts slightly when it get put in and then cramping for a day or two but then it&#039;s mostly bliss! My periods are very rare, maybe 3 or 4 a year, no severe weight gain or skin problems. My cramping is much more manageable than it used to be. I&#039;m not pregnant and have never been so obviously it works. It does however sometimes make me nauseous and have bad acid reflux but other than that I&#039;ve enjoyed my experience with it.""",8,15-May-17,3
166759,Levonorgestrel,Birth Control,"""I got Skyla inserted yesterday so this review is only on insertion and the 24 hours after. 
I was seriously freaked out about the insertion after reading so many bad reviews. I took Misoprostol 6 hours before the procedure, and 550mg of naproxen an hour before. My gyno told me everything she was doing and told me when there was about to be pain. The whole thing took about 90 seconds from start to finish. There were three cramps, a small one, a medium one, and then one big sharp one that made me close my eyes. the pain really was not bad, it just caught me by surprise. After it was over I had light cramping for a few hours, and have been spotting with brown discharge. Other than that, I can&#039;t tell its in there!""",10,18-Aug-16,0
10438,Spironolactone,Acne,"""I have struggled with severe acne on my face, chest, and back since I was 14 and I am now 22. I had cystic acne that was so painful and embarrassing that I would often cancel plans so I wouldn&#039;t have to go in public. I have seen multiple doctors and dermatologists and nothing has worked for me. I have tried everything but accutane because I&#039;m too scared about the side effects. I wanted to try spiro because my sister who had acne worse than me is taking spiro and it completely cleared her acne. I started at 50mg per day in April and it did cause an initial flare up but after the flare up subsided I didn&#039;t get anymore cystic acne. I still got smaller spots of acne but no more painful cysts. Now I am at 75mg per day and I hardly ever get acne!""",9,10-Aug-16,9
9956,Lo Loestrin Fe,Birth Control,"""Well i have been on this medication for about 5 months so far i been loving it periods have decrease so is cramping . I did gain weight with this medication (5lbs) which is not bad for me because i was way too skinny ,  no mood swings no acne. the only thing i do have to say is that  this medication is expensive but worth it""",9,26-Oct-13,5
176693,Lorazepam,Anxiety,"""This medication has helped me a lot. I am taking 1mg of lorazepam and 1/2 mg of Xanax and this together works really great. Thanks""",9,21-Jun-09,5
141088,Escitalopram,Depression,"""I personally had a horrible experience with escitalopram. I was admitted to a hospital  because of a severe depressive episode. I was feeling that I was in a very dark place where everyone is going to abandon me, on top of depression I also felt extreme anxiety. It was my first time in the hospital for depression and I have never tried antidepressants before. They game me escitalopram (10mg) and abilify (1mg). For about an hour after taking the pills I felt more apathetic - which was better than I felt before but after one hour passed, I started to feel very nauseous and my heart rate increases, I felt that I was going to have a panic attack. For several hours I felt extreme fear, worse than before and I threw up several times.""",1,19-Oct-15,5
47555,Tapentadol,Pain,"""My Pain mgt. doctor switched me from Demerol to Nucynta for break-through pain of chronic migraines.  Surprisingly, I found it to be effective, but I noticed from the start that it greatly diminished my language skills:  reading, writing, and speaking.  As per doctor&#039;s orders I stayed in bed while under the effects of Nucynta so this weird side effect didn&#039;t cause me any issues.
     Until...After using it for 15 months, I found my language skills to be extremely loopy, creating comments from friends and neighbors, DAYS after taking Nucynta. That scared me and my doctor immediately took me off this medicine when I finally advised her of the language problem it presented.  I could be reading a sentence and forget a word&#039;s meaning.""",9,24-Oct-13,75
90874,Roxicodone,Pain,"""This is the best out there. I have been on Roxicodone for 2 years and it is the only pain medication that actually takes away the pain and it doesn&#039;t even make me tired.""",10,28-Aug-09,37
216065,Copper,Birth Control,"""the alternative, which was 5 months of back to back Plan B, followed by a surgical abortion, which was followed by yet another dose of Plan B.

This is my first experience with birth control other than condoms. It&#039;s only been 2 months for me, but since getting paragard my sex drive is super high and I&#039;m really glad I did it. I spotted for 2 weeks after insertion. Then 2-3 weeks later, my period came. My first period was long- 2 to 3 extremely mind bogglingly heavy days, 3 normal days, and 5 extremely light days (spotting). No cramps though.

My insurance covered the entire cost. My only concern is I&#039;ll end up being part of the 0.8% that gets pregnant.""",10,22-Sep-15,12
132008,Effexor XR,Anxiety,"""It worked for about a year and then the panic and anxiety came back. Even being weaned off of the drug I had the most horrible side effects, mood swings, 40lb weight gain in only one month to name just a few. I have been off of it now for about 6 months and still experience the brain jolts.  """,1,18-Jul-09,34
47473,Tapentadol,Pain,"""I&#039;m not sure why this medication is considered a schedule II &#039;narcotic&#039;. Perhaps having been prescribed Oxycodone, Hydromorphone, and Fentanil in the past is a factor in forming this opinion, but I have been fortunate enough to find a specialist willing to treat fibromyalgia-related pain with Nucynta.

This medication does not give me any of the usual negative opioid side effects, nor the weird SSRI/SNRI type mental side effects of Tramadol. Nausea is rare and possibly unrelated, no itching, or lack of mental clarity. I can see why it would be inadequate for post-surgical or trauma-induced pain but it works perfectly for my current state of managing physical therapy after a long period of inactivity.""",10,1-May-16,49
124505,Skyla,Birth Control,"""Im 28 no kids never pregant. I&#039;ve expelled paragard twice so tried skyla because it is smaller, more flexible and had less hormones than mirana or ocella. I had skyla insterted 3 weeks ago and have yet to stop bleeding - which is getting very frustrating. It&#039;s not a full scale period but heavy spotting enough to fill a few panty liners a day or a thin pad. From everything I&#039;ve seen online and on the skyla website prolonged bleeding is common in 59% of women for the first 90 days. Hopefully this stops soon because I would really love for an IUD to work for me.""",5,6-Jun-15,5
130442,Levonorgestrel,Birth Control,"""I just got my Mirena IUD inserted yesterday. I am 20 years old, have a very small physique, and have never been pregnant so I was very nervous about insertion pain. Most women have claimed their insertion pain to be &quot;the worst pain&quot; they have ever experienced. This was not the case for me, at all. The procedure was surprisingly quick. The most painful part for me was when the doctor measured my cervix. Very intense pinching. I experienced a few of the most intense cramps I&#039;ve ever had, but they were bearable. My doctor suggested I take 600 mg ibuprofen 40 minutes prior to the procedure, which I did, and she also used a local anesthetic on my cervix which probably helped quite a bit. Very little bleeding now. Happy so far!""",10,27-Feb-13,20
199182,Depo-Provera,Birth Control,"""I had my first shot when I was 18, I had heavy bleeding and weight gain for the whole 3 months. My doctor told me that was normal that when I got the second shot it would stop or lighten up. Well I got my second shot and it still wasn&#039;t stopping. So for a total of 6 months I was bleeding heavily. By then end of it I found out I was pregnant and had a miscarriage. I had only been about a month or two along. So just be careful and if you aren&#039;t using anything else but the shot, still pay attention to your body, and take pregnancy tests. Just to make sure. Because I got pregnant a month after I took the second shot.""",1,23-Nov-15,0
143373,Etonogestrel,Birth Control,"""I got the implant August of 2015 right before college and I bled for at least 4 months straight on and off, but mostly on. It&#039;s now February 2017 and I have gained 30 pounds!!!  Yes I will say that it is effective but I would only recommend it if you don&#039;t plan to have sex. For a while, right after I had sex I would get my period and it would be super heavy which was nothing I ever experienced. I will say because of reading other reviews that their may actually be some truth about the depression thing. But I plan to get it out next month so that I can go back to my old size. But other than that no period, I just get them randomly.""",6,20-Feb-17,0
161274,Ortho Tri-Cyclen,Birth Control,"""I have been on Ortho Tri Cyclen for almost nine months. I had to switch from Ortho Tri Cyclen Lo because my insurance no longer covered it but I had zero problems with that birth control. Within the first three months of Ortho Tri Cyclen, I didn&#039;t notice any significant changes, however, over the last six months I gained 9 pounds. My weight has been consistent for the last six years until I started this pill. Other than weight gain, I haven&#039;t had any major issues but I will be switching pills due to weight gain.""",5,21-Sep-17,1
64567,Sertraline,Depression,"""Zoloft has given me the last leap I need to heal my mind. I have been struggling with severe anxiety, insomnia and bouts of depression for 3 years. While I have been off work into therapy and other means of rehabilitation, for the first time in years I actually feel calmer most the time, and mostly happy. I&#039;m so grateful. It&#039;s been trial and error and a slow process, but I know my self-care is my main priority now. See more of my story:mental-health-matters-a-womans-story-of-the-struggle. Good luck to all.""",9,26-Feb-16,78
183481,Cymbalta,Pain,"""I developed Occipital Neuralgia, left side, some years ago.  After several treatments with pain specialists and no results, I tried Cymbalta.  In 7 weeks I was pain free. This continued for a couple of years until I broke my leg and had to spend 3 months in a nursing home.  At the nursing home, the physician switched me to Wellbutrin [less expensive] which was OK but not as good as Cymbalta.  After about two years on Bupropion my left side is still OK but it has now developed on my right side.  Since I am still taking Bupropion, it obviously isn&#039;t working.  I&#039;m going to see my physician for Cymbalta.""",9,3-Jun-11,24
224817,Bupropion,Anxiety,"""Just finished my first week on the generic form of Wellbutrin (bupropion 150 XL) and have to say the first few days were tough:  dizziness, anxiety, and muscle pains.  But now those symptoms have mostly gone away.  I do feel amazingly clear headed and have lots of energy.  My appetite is gone so I hope to lose about 20 lb if possible.  I don&#039;t feel the need to drink at all (used to love my wine every night!)  The strange part is most people talk about insomnia and vivid dreams.  I suffered from those before I started this medication!  And now, I sleep a full 7 hours, have no trouble falling asleep and don&#039;t remember any dreams when I wake up!  I really like this stuff!!""",9,17-Jan-17,64
15086,Ethinyl estradiol / norethindrone,Birth Control,"""I am in my second full month of taking this pill and it&#039;s the best I&#039;ve ever been on. My period is so much shorter and lighter...before this pill it was nightmarishly heavy. I haven&#039;t experience any side effects. I feel less bloated and moody than any other pill I&#039;ve ever tried. I actually just feel normal, like I&#039;m not on any pill at all. I&#039;ve tried 4-5 other BC pills and all gave me side effects like melasma, spotting, bloating, or yeast infections, but I have none of that now. I couldn&#039;t be more pleased.""",10,1-Jun-17,10
89143,Celexa,Depression,"""I started out on 10mg of Celexa, nothing happened. When I got to 20mg, I started feeling sick (I felt like I was going to vomit all the time) and irritated. Once I got to 40mg, I began to feel impulsive and wired. I could barely sleep and I was doing risky things; even my friends said I wasn&#039;t myself! I got put on Neurontin after this, I&#039;m glad I switched.""",3,28-Jun-17,7
179506,Adapalene / benzoyl peroxide,Acne,"""Hey guys so I had mild acne for about half a year now. Got loads on my nose and my dermatologist gave me epiduo despite me warning him that I had a bad reaction to Duac too. It&#039;s been 4 weeks and I stopped using this after day 3. My entire face was swollen and whole face red. The redness is still all there and it still hasn&#039;t gone at all. I have marks all over my nose and face and just don&#039;t know what to do anymore. Please help. I wouldn&#039;t even rate this a 0 it ruined my skin. Never use this again""",1,13-Nov-17,1
124041,Skyla,Birth Control,"""I&#039;ve had Skyla for over a year now. The insertion was fairly painful, some very intense cramping that lasted about 3 days. In the first month I gained 15 pounds (after remaining the same weight for over ten years now) which I have since lost. I no longer get my period but will have random spotting that has basically ruined all of my panties. Also random extremely  intense cramps that I never experienced while on oral birth control. My acne is worse now then it ever was in high school, but then again I was on oral contraceptives that whole time. Lately I have noticed cramping and pressure during intercourse, which is worse during certain positions and has basically made me not want to have sex anymore.""",2,9-Jun-16,3
33080,Seasonique,Birth Control,"""I&#039;ve been on Seasonique for 12 months (switched over from Yaz) and at first it was okay but I was always getting my period before I should have gotten it. Now I have gained 10lbs (that I can&#039;t get off), acne (I&#039;ve never had acne! and I&#039;m 21), and if I forget to take one pill and take it in the morning and I&#039;ll get my period instantly! Also, I&#039;ve been very tired and moodier than normal! """,3,30-Jul-10,5
109960,Nexplanon,Birth Control,"""For the first year I say I was just &quot;adjusting.&quot;

Irregular periods- going from one a month to twice a month. Then to only one every other month. 

Weight gain- NEVER have I had weight issues until about the 8 month mark I really starting noticing it. 

Sore breasts- this started immediately. So bad that I would take ibuprofen and sleep with a hot rag on them. I could barely move sometimes without horrible swollen breast pain. Has stopped somewhat lately. 

Nausea- After having the nexplanon in for about 6 months nausea began as a PMS symptom. I would be driving &amp;have to pull over to throw up. Then the next day i would realize my period was starting. No cramps or other symptoms. Another 6 months later the nausea went away &amp; others came back""",6,6-Jun-16,0
141141,Escitalopram,Anxiety,"""I started 10mg lexapro 5 days ago for anxiety. I had been free from mirtazapine for about 9 days before starting. At first I though I had a tummy bug and stayed in bed the next day.... 5 days later and I&#039;m still in bed and yesterday spoke with my doc who said to stop taking them. I was a complete nervous wreck... more than I had ever been without meds. Neither of the previous 2 meds (paxtine and mirtazapine) had side effects like this. This med is not for me sadly.""",3,6-Jul-15,18
57396,Oxymorphone,Pain,"""I had a spinal fusion that didn&#039;t fuse, 3 spinal surgeries total, broke hip, broke leg, several more bad discs in back. Opana is the only medicine that actually relieves the pain without the bad side effects. Take Opana 30 every 12 hours (twice daily), with Opana IR 10s in between. Doctor gives me 3 10s per day.   

Best medicine on the market as far as I know.   I can work and function now, where before I could barely get out of bed.   It is expensive, but so far insurance covers all but $100 per script per month.   High, yes, but worth it.""",9,4-Aug-10,1
91063,Norco,Pain,"""I have RSD a nerve disorder caused by a broken ankle. This is the only medication that gives me relief from the extreme pain and burning sensation you get with RSD. I&#039;m so happy with the results along with my nerve blocks.""",10,9-Aug-08,46
53401,Demerol,Pain,"""I had a ruptured cyst on my ovaries and had just came out of surgery, the pain was so intense I had Demerol and Gravel in an injection. It was very good but extremely strong. The only side effects I found was a dry mouth but it helped me. Best medicine I have had in a long time.""",9,18-Apr-10,26
93919,Trintellix,Depression,"""I have been on several antidepressants and/or anxiety meds over the past 15 years. This is the first one that I can actually tell a difference without having to take a cocktail of other Drugs with it. The ONLY downside was the nausea. The first couple days felt like morning sickness. Once I got through it it&#039;s been well worth it. And unlike many other drugs there isn&#039;t the overwhelming weight gain.""",9,14-May-17,63
83118,Paxil,Anxiety,"""I have had very bad anxiety and subsequent depression now for about 8 years. I also come from a background of extreme emotional abuse which I think was the largest contributor of my panic and high anxiety and fear. I just began Paxil last week....WOW...I really don&#039;t know why I waited so long to seek medication advice. Unfortunately it took a suicide attempt to get me where I am today but even after 1 WEEK I feel just so much better. I&#039;m not having severe side effects becasue my Dr. told me to start gradual, which I did and I think that lessened the side effects signifigantly! I will keep updating with my progress but so far so good!""",9,2-Feb-13,118
192298,Drospirenone / ethinyl estradiol,Birth Control,"""I&#039;m 25 and am basically taking birth control for acne. I have tried many different pills but this was my least favorite, I took it for 2 months. I am small framed about 98lbs and 5&#039;. I feel this was too much hormone for my small body. First month I was getting anxiety around my period time, crying spells, very crampy, a heavy flow, and mood swings(my poor boyfriend). This has never happened with any pill I&#039;ve taken the anxiousness scared me. I gave it another month and not really much of a change. My acne did not clear up at all! No weight gain and sex drive was great. Overall not for me. I switched to monessa, few weeks ago, a much lower dose BC pill and so far so good! Everyone&#039;s different good luck!""",5,15-Sep-15,1
107413,Implanon,Birth Control,"""I choose Implanon because I was advised it was low hormone, so the side effects would be minimal, plus it&#039;s entirely low maintenance, I could get it and forget all about it. However, in the first month alone I gained 20  pounds, that despite healthy eating and exercise would not disappear. No problems at first besides that. Then about a year after I had it, my periods started lasting two weeks at a time, then it stopped for a couple months then I started getting them twice a month. My arm goes numb all the time as well.  I liked the concept of it, but the side effects are just ridiculous.""",3,2-Aug-11,0
43986,Ethinyl estradiol / norgestimate,Birth Control,"""I&#039;ve been on Trinessa for a year now. I went to the doctor because I had horrible cramps. The pain from the cramps made me vomit and have diarrhea. In the first 2 months or so of starting Trinessa I had spotting. After this it was gone. My period came every 31 days or so (which was how it was before birth control) for 6 months. After six months on being on Trinessa my period regulated to exactly every 28 days. Triness has definitely made my period cramps lighter, which is great. I just take two Aleve before and during my period and I feel better. I have not gained any weight from it. But I have noticed my sex drive is way lower. If you take two pills at once because you missed one, be careful! You may get nausea.""",8,8-Jun-12,3
94480,Dolophine,Pain,"""Methadone is my lifesaver. I have had back pain associated with nerve damage. Degenerative disc disease, herniated discs, bursitis and some other minor/major problems here and there. I was taking ten to twelve Percocets a day. I heard about clinics that give doses of methadone daily. I went and now I&#039;m happy to get my methadone daily. I take nothing else and couldn&#039;t be happier. Methadone works the best for pain and its long-acting and I take it for opiate addiction as well. I&#039;m on 50 mg and it just works great.""",10,26-Sep-10,28
48417,Ethinyl estradiol / levonorgestrel,Birth Control,"""I&rsquo;ve been on this for 4 months. So far; no weight gain, my acne cleared up, no pregnancy issues, my breast size has increased (yay!), periods are really light and consistent. But I&rsquo;ve been very emotional (which I hate), my libido isn&rsquo;t as high as it used to be, it&rsquo;s difficult to orgasm sometimes (which I never had a problem with before this birth control), I also think I&rsquo;m starting to lose some hair. But overall it&rsquo;s a great type of birth control to try out.""",7,6-Nov-17,0
124486,Skyla,Birth Control,"""I got Skyla inserted yesterday &amp; I have to say I was terrified considering I read these horrific reviews while my boyfriend &amp; I waited for the doctor. Not smart lol. I went in with no medicine what so ever even though they strongly suggest it, which made me even more terrified to get it. The process was soooo quick. 3-5 mins. &amp; didn&#039;t hurt at all. It was uncomfortable, a little more intense than a Pap smear, but it was very tolerable. the only thing that was a little on the irritating side was having your cervix clamped. It just feels like cramps. I felt great after a little bit of cramps but nothing to much. It varies on the person how the experience is. Don&#039;t let a review discourage you.""",10,22-Jul-15,1
28651,Lexapro,Anxiety,"""It has alot of side effects that bothered me. I could not concentrate, I stayed tired all the time, I forgot alot of things at work, I just felt lost all the time. My sex drive was gone. My symtoms of anxiety were gone but so was everything else. I gained alot of weight also while taking this medication.""",3,1-May-12,12
166707,Levonorgestrel,Birth Control,"""I&#039;ve had the mirena for 2 months now I been bleeding the whole 2 months.  It finally starting to lighten up.  I have gain 15lbs and it makes me eat a lot. I had really good eating habits before I got this.  I was thinking of another contraception but my doc told me give it sometime.  I had pains in the beginning not anymore.  If I could stop the weight I would be OK.""",5,10-Aug-16,1
44162,Ethinyl estradiol / norgestimate,Birth Control,"""I have been using this pill for almost three months now. It has worked great for preventing pregnancy and has made my periods lighter with less cramping. At first I was experiencing some abdominal cramping, but that went away after a while. The only side effect that has caused me problems is it made me very emotional. I get depressed easily, but not on a daily basis. Usually every one to two weeks I go through a phase where I cry a lot and think about things from my past that upset me. Judging from what I have read, the emotional side effects go away after a while so I want to keep taking it and I would recommend it for anyone.""",9,17-Nov-11,17
63903,Sertraline,Depression,"""I am 51and female. I have been on sertraline for 3 months and I love it.  I have not had or needed an alcoholic drink since I started on this med. I never thought I could give up my multiple glasses of red wine every night but, after taking a pill, I feel good for 24 hours at a time now instead of just for a few hours while drinking...and without the hangover or expense! 
Also, my Blood pressure and pulse are MUCH LOWER now; My body no longer aches all over; I&#039;m not so nervous, agitated or angry anymore.  I no longer constantly think about death. I am satisfied with my job now, too, and no longer desire to quit.  I&#039;m also beginning to like myself.
Side effects for me have mainly been: lack of appetite, some weight loss, and boring dreams.""",9,12-Aug-17,53
122900,Ethinyl estradiol / norgestrel,Birth Control,"""I took this for 10 yrs. began experiencing severe leg cramping and depression. During a routine exam found a lump in my breast at 31. Had a hysterectomy at 40 due to Adenomyosis and eventually had a bilateral mastectomy at 51 after developing breast cancer.""",2,16-Oct-16,1
179839,Adapalene / benzoyl peroxide,Acne,"""I was prescribed epiduo about 3 months ago. All it has done is make my face 10000 times worse. I understand that it was a reaction the first two months, but now it is out of control. I went to my demertorolgist and the prescribed me a pill to take with it. Both have failed miserably.""",2,5-Aug-15,0
34681,Minocycline,Acne,"""For those of you with Acne and suffering mild to moderate acne like me. I dont have severe acne and like red big ones filled with puss or anything but I have like some along my jawline and next to my lips and this medicine along with onexton and retin A micro and the inflammation has really gone down like a lot! Its working great and its only been 1 week and 2 days. I cant imagine what its going to be like in 2 weeks. Staying positive. Hope this works.""",9,8-Sep-16,11
192602,Drospirenone / ethinyl estradiol,Birth Control,"""When I was 17 I was scared to start on Birth Control. My doctor had suggested Yasmin to me. I was glad I did start it. I had no problems. I never got sick from it, gained any weight, had any pains etc. Even every time I stopped taking it there were no problems. The birth control was very effective even if I missed a few days. My face was also clear of acne. No changes in sex drive. I am very sad I cannot go back on it because it is no longer free with my health care. """,9,4-Sep-12,24
